Wehrmacht	ver-mákt
Theodor Suchy	teodór szuhhe
Theodóra	teod-óra
Theodore	teodór
Theodore Roosevelt	teodór rózevelt
Theodoricnak	teordoriknak
Theodorik	teo-dórik
Theodotidész	teodotidész
Theogoniát	teogóniját
Theophanu	teofánu
Theophiliusz	teo-fíliusz
Theophrasztosz	teofrásztosz
Theoretical Physics	teoretikál fiziksz
Theory	tiöri
Theremin	teremin
Theresianum	terézi-ánum
Theresienstadt	terézijenstátt
Thermopülai	termopűleji
Thérón	térón
Thiel	tíl
Thionville	tijonvill
THM	téháem
Thököly	tököli
Tholoszt	toloszt
Thoma	tóma
Thomas	tomász
Thomas Becket	tomász bekett
Thomas Caldwell	tomász káldvel
Thomas Edison	tomász edizon
Thomas Huxley	tomász hákszli
Thomas Malthus	tomász máltusz
Thomas Moore	tomász mór
Thomas Wedgewood	tomász vedzsvúd
Thompson	tomzon
Thompson-Houston Electric Company	tomzon hjúszton elektrik kámpöni
Thompsonnal	tomzonnal
Thoms Becket	tomász bekett
Thomson	tomzon
Thomson-Houston	tomzon hjúszton
Thor	tór
Thor Heyerdahl	tór hejerdál
Thorazine	torazin
Thorfinnssennel	torfinn-szennel
Thorn	tórn
Thorne	tórn
Thorstein Veblen	tor-shtejn veblen
Thot	tót
Thotmesz	totmesz
Thrakiából Lucullust	trákijából lukulluszt
Thrákiával	trákijával
Thrasyllus	trász-szíliusz
Three Michael Joseph	trí májköl dzsózef
Thugut	tugut
Thul	túl
Thülét	tűlét
Thun	tún
Thurain	turájin
Thüringiába	türingiába
Thurioinak	túriojnak
Thuróczy	turóci
Tiahuanaco	tijáhuánákó
Tiberis	tibe-risz
Tiberius Julius	tibériusz júliusz
Tiberius Julius Augustus	tibériusz júliusz augusztusz
Tiberiust Caprira	tibériusz káprira
Ticies	tícijesz
Ticinus	titcinusz
Tiefenbach	tífen-bach
Tiffany	tifáni
Tigert	tájgört
Tigin	tájdzsin
Tillery	tilöri
Tillich	tilics
Tillius	tilliusz
Tilly	tilli
Time	tájm
Times	tájmsz
Times Bits	tájmsz bitsz
Timesba	tájmszba
Timesnak	tájmsznak
TINA	tina
Tinsel	tinzel
Tisserant	tiszeránt
Titanic	titanik
Titia	tícija
Titicaca	titikaka
Titó	tító
Titulescu	titu-leszku
Titus	títusz
Titus Livius	títusz tívijusz
Titus Sempronius Blaesus	títusz szemproniusz blészusz
Titus Tatius	títusz tacitusz
Titusszal	titusszal
Tiziano	titziánó
Tizianótól Marsyas	ticijánótól márszijász
Tkacsenko	tkacsenkó
TNT	téenté
Tocca	tokka
Toccá	tokká
Tocqueville	tokvill
Todleben	todl-ben
Toledo	toledó
Tolosa	tolóza
Tomiban	tomiban
Tommaso	tomázó
Tommasó	tomázó
Tommy Flowers	tomi fláoörsz
Tony	toni
Tony Abbott	toni ebot
Tony Blair	toni blair
Tony Hill	toni hill
Tonyval	tonival
Toplizi	toplici
Topsy	tápszi
Tornmaso	tomázó
Tornmasó	tomázó
Torstensonn	torsh-tenszon
Tosca	toszká
Toscana	toszkána
Toscaná	toszkáná
Toscanába	toszkánába
Toscanában	toszkánában
Toszkána	toszkáná
Toszkáná	toszkáná
Totten	tóten
Toulonban	tulonban
Tourcoing	tuhrkoán
Toussaint	tüszen
Tower	táoör
Towerbe	táoverbe
Town	táun
Townsend	táunszend
Toynbee Lectures	tojnbi lekcsörsz
TPG	típídzsí
Trade Commission	tréjd kámishön
Trade Union Congress	tréjd junion kángrössz
Traianus	trájánusz
Transalpinának	transzalpinának
Trans-Amsok	transz amsok
Transsylvániáról	transzilvániáról
Transtiberisen	transz-tiberiszen
Transvaal	transzvál
Trapezosznál	trápezosznál
Trasbarg	trász-bárg
Trasimenus	trázimenusz
Travail	trávéjl
Travelocity	távelosziti
Travis Kalanick	trevisz kelenik
Traynham	tréjnhem
Trebia	trebija
Treitschke	trejcske
Tremont	tre-mont
Tremont Street	tre-mont sztrít
Treuga	treuga
Trevane	trivéjn
Trevor Toronyhoz	trevor toronyhoz
Trevor Towersben	trvor táoerszben
Trey Eight Crip	tréj éjt krip
Trianon	tria-non
Tribe	trájb
Trible	trájböl
Tribun	tribün
Tricia	trísa
Triciának	trísának
Trillant	trilent
Trillman	trill-man
Trimalchio	trimálcsijó
Trimble	trimböl
Tripadvisoron	tripödvájzoron
Triparadeiszoszban	triparadejszoszban
Tripartitum	tripar-titum
Tripoli	tri-poli
Trisjam	trísz-dzsem
Trockij	troc-kíj
Troels Lund	trőlsz lund
Troyes	throá
Truk	trúk
Truman	trú-man
Trump	trámp
Trunco	tránkó
Truro	trúró
Trust	trászt
Truxton	tráksztön
Tsath	tszát
Tsathoggua	tszátoggua
Tsathogguá	tszátogguá
Tucker Carlson	tákör kárlszon
Tudor	tyúdor
Tufts	táftsz
Tuilleriákat	tülérijákat
Tulagi	tulági
Tullianumnak	tullijánumnak
Tullius	tullijusz
Tulsa	tálszá
Tunguska	tunguszka
Turbine	törbájn
Turgot	turgó
Turin	túrin
Turing	tyúring
Turkana	turkána
Turok	tyúrok
Turulmonda	turul monda
Tuscaloosa	tuszkálósza
Tusratta	tuszratta
Tutanhamon	tuten-hámon
Tutanhaton	tuten-háton
TV	tévé
Tvvaint	tvéjnt
Twain	tvéjn
Twamley	tvemli
Twitter	tvitter
Tycho	ticsó
Tydfihiek	tídfihijek
Tydfil	tídfil
Tyerek	tyerek
Tyimosenko	tyimosenkó
Tylenol	tilenol
Tyler	tájler
Tyler Winklevosst	tájlör vinölvosszt
Tyneside	tájnszájd
Tyrannosaurus	tirannoszaurusz
Tyre	tír
Tyroshoz	tűroszhoz
Tzeitung	cájtung
Tzimiszkész	tcimiszkész
Uber	űber
UEFA	úefa
Uermis Mysteriis	vermisz miszterísz
Uffizi	ufici
UFO	ufó
UGG	úgégé
UHF	úháeff
UHL	úháell
Uhrt	úrt
Újságban	újs-ágban
UKDMC	úkádéemcé
Ulpianusnak	ulpijánusznak
Ulpianust	ulpijánusz
Ulsterba	ulszterba
Ulsterre	ulsz-terre
Ulterior	ulterijór
Ulthar	últár
Ultra	ult-ra
Ulvi Yurtseverrel	ulvi ürtszeverrel
umgelegt	umgelégt
una vers catholica fides	úná versz kátóliká fídesz
Unam Sanctam	únám szánktám
Undenvood Johnson	ándörvúd dzsónzon
Underwood Johnsonnak	ándörvúd dzsónzonnak
UNESCO	uneszkó
Ungaria	ungárija
Union	júnion
United States Steel	junájtid sztéjtsz sztíl
Universal	junivörzál
University	junivörziti
University Avenue	juniverziti evönyú
Univesity	junivörziti
UNK	úenká
UNRRA	ú-en-err-err-a
Unterwalden	unterválden
Upholder	áphóldör
Upton Sinclair	áptön szinkler
Uranosz	uránosz
Urat	u-rat
Urban	urbán
Uros	úrosz
Ursa Minor	urza mi-nor
Ursa Minos 	urza mi-nor
Ursula	urszula
USPD	ú-esz-pé-dé
Ussher	ásör
Utah	jutah
Utahban	jutában
Utica	útika
Uugh	úh
UV	úvé
Uxbridge	ákszbridzs
Uxellodunum	uksze-lódunum
Uzuldaroum	uzuldárórum
Vaagsónál	vágsónál
Vafa	váfá
Valdes	váld
Valdo	váldó
Valenciából	válen-szijából
Valens	válensz
Valentinianus	válentinijánusz
Valera	vále-rá
Valerius Gratus	váleriusz grátusz
Valéry Giscard	váleri zsiszkár
Valhalla	val-halla
Valiant	válirán
Valide	válíd
Valladolid	vélléndolid
Valletta	val-etta
Valois	váloá
Valusia	valúszija
Valusiához	valúszijához
Vandalica	vándáliká
Vander Kloot	vánder klút
Vanderbiltnek	vánderbiltnek
Vang	váng
Vanita	vánitá
Vanity Fair	veniti fe-r
Vansittart	vánszittárt
Vargas	várgász
Varkoch	var-kocs
Varro	varró
Varro Lucullust	várró lukulluszt
Vasa	vaaszá
Vasco	vászkó
Vaslady	vaslédi
Vasquez	vászkez
Vassar	vászár
Vassillian	vászilijen
Vassy	vásszi
Vaucanson	vokánszon
Vaux	vő
Vayrac	vájrák
Veagh	víg
Veblen	véblen
Vecchio	vecs-csijó
Vecchió	vecs-csijó
Vedano	vedánó
Veesenmayer	vézen-májer
Vega	vega
Vegas	vegász
Vela	velá
Velbudzsnál	velbudzsnál
Velcro	velkró
Vellmore	velmór
Vemer	ver-ner
Vend	vend
Veneris	venerisz
Venezia-Giuliába	venedzija dzsúlijába
Veneziano	venedzsijánó
Veni, vidi, vici	veni, vidi vícsi
Venus	vénusz
Venustiano Carranzának	venusztijánó kárrándzának
Vera	verá
Veracruz	verákrúz
Verd	verd
Verdun	verdön
Verdunt	verdönt
Vereenigingbe	förénehingbe
Vereenigingnél	förénehingnél
Verge	vördzs
Vergeltung	ferfeltung
Vergilius	vergílijusz
Verizon	vörzsön
Vermandois	vermándóisz
Vermont Royster	veermont rojszter
Verres	verresz
Verseghy	versegi
Versewald	verz-váld
Versinyin	verzinyin
Verus	verusz
Vervactor	verváktor
Very Large Array	veri lárdzs öréj
Very Large Baseline Array	veri lárdzs béjzlájn öréj
Verzion	vörzsön
Vese	véze
Vespasianus	veszpázijánusz
Vespucci	veszpuccsi
Vesta	veszta
Vesto	vesztó
Vesto Slipher	vesztó slifer
Veteranit	veteránit
Vetsera	vecsera
Vetter	vet-ter
Veurnén	vörnén
Veurnétől Nieuwpoortig	vörnétől nijőportig
VHF	véháeff
Via Dolorosa	víja doloróza
Viacom	vájakom
Vian	vijen
vicarius Christi	vikáriusz kriszti
Vichy	visi
Vichyvel	visivel
Victor Hess	viktor hessz
Victor Mallettől	viktor mállettől
Victoria	viktória
Victorious	viktórijösz
Victory	viktori
Vida	vi-da
Vidkun Quisling	vidkun kvizling
Vienne	vín
Viersen	fírzen
Vietnam	vijetnám
Vigna	viny-nyá
Vigná	viny-nyá
Vigus	vígusz
Viipuri	vípuri
Villa	Víjja
Villa Jovist	víjja hóviszt
Villa Rivaltában	víjá riváltában
Villafrancában	víjjafrankábn
Village	vilidzs
Villámisten	villám-isten
Villának	víjjának
Villard	vilárd
Villarreal	víjjáreál
Villele	vilel
Vilna	vilna
Vilniustól	vilniusztól
Viltvodle	vilt-vódl
Vincennes	vanszen
Vindhya	vindüa
Vindleswoshen	vindölz-vósen
Vindlewoshen	vindöl-vósen
Vine	vájn
Vipsania	vipszánia
Virasoro	virászóró
Vire	vír
Virgin	vördzsön
Virginiá	virdzsíniá
Virginiában	virdzsínijában
Virginiai	virdzsínia
Virginiát	virdzsíniát
VIRGO	virgó
Visconti	viszkonti
Vishnal	visnál
Visinszkij	vis-insz-kíj
Visnut	vis-nut
Visoianunak	viszojánunak
Visser	visz-szer
Vissiere	viszijer
Vita Caroli	vítá károli
Vitale	vitále
Vitális	vitálisz
Vitruvius	vitruvijusz
Vittorio Veneto	vittórijó venettó
Vittorio Venetó	vittórijó venettó
Vitus	vítusz
Vivekananda	vivekánádá
Vizcayai	vizkájjái
Vlad	vlád
Vlad Drakul	vlád drákul
Vladimirescu	vládimireszku
VLBA	véelbé-a
Vliegenhart	vlígen-hárt
Vliet	vlít
VOC	víószí
Vogt	vógt
Volga	vol-ga
Völkischer Beobachhter	fölkiser beobakter
Völkischer Beobachter	fölkiser beo-bah-ter
Volodimir Zelenszkij	vologyimír zelenszkíj
Volsinii	volszíni
Volson Wood	volzon vúd
Völsunga	völ-szunga
Voltaire	vol-ter
Voojagig	vúdzságig
Vorarlberget	forár-berget
Voroncov	voronkov
Vouglénál	vúgöl
VPN	vépéen
VR	víár
Vratiszlav	vrátyiszláv
Vroomfondel	vrúmfondel
VSZ	vé-essz
Vuillemin	müjimán
Vukovics	vukovics
Waco	vákó
Wael Ghonim	váel gonim
Waffen	váf-fen
Wagner	vágner
Walcheren	válheren
Waldorf	valdorf
Waldorf-Astoria	valdorf asztória
Waldsee	váldzé
Wales	velsz
Walewska	válevszka
Walewski	válevszki
Walgreens	vólgrínsz
Walhalla	val-halla
Wallen	vállen
Waller	váller
Walney	válni
Walpole	válpól
Walt Disney	valt dizni
Walt Mossberg	volt mossz-berg
Walter	vol-ter
Walter Baade	volter vád
Walter Moyne	vol-ter mojn
Walter Raleigh	vol-ter réjli
Walther	vol-ter
Waltherekhez	valterekhez
Walz	váltc
Wang	váng
Wanklyn	vánklin
Wannseeben	vánn-zében
Ward	vórd
Ward Phillips	vórd filipsz
Wardenclyffe	vórdenkliff
Wardenclylfe	vórdenkliff
Wardlaw-Milne	várdláv milne
Warfield	vórfíld
Warner	vórner
Warren	vóren
Warspite	vórszpájt
Wartha Vince	varta vinsz
Warwickshire	vórviksír
Wash	vás
Washingtonba Jimmy Price	vasingtonba dzsimi prájsz
Washingtonból	vasingtonból
Washingtonnak	vasingtonnak
Washingtonra	vasingtonra
Washingtont	vasingtont
Washtol	vástol
Wasp	vaszp
Wasserman Schultz	vásszer-mán shultc
Watch	vacs
Watergate	vótörgéjt
Waterloo	vaterló
Waterlooéval	vaterló-éval
Waterlooi	vaterlói
Waterside	vóterszájd
Watfordban	vátfordban
Wathay	vatai
Watson	vátszon
Watson-Watts	vátszon vattsz
Watt	vatt
Waugh	vón
Wavehiél	véjvhiél
Wavel	vével
Wavell	vável
Wavre	vávr
Wayne	véjn
WC	vécé
Weaver	vívör
Weber	véber
Wechler	vekszler
Wechsler	vekszler
Weddel	veddel
Wedeker	védeker
Weedon	vídon
Weeklv	víkli
Weekly	víkli
Wehrkreisra	verk-rájszra
Weibo	vájbő
Weichsel-UnionMetallwerke	vájkszelunión metálverke
Weimar	vej-már
Weimari	vejmári
Weinberg	vájn-berg
WEIRD	vírd
Weismüller	vejszmüller
Weisungen	vájszungen
Weizsacker	vájc-záher
Welchman	velh-man
Wellington	vellington
Wells	velsz
Welserek	velzerek
Weltpolitik	veltpolitík
Wenckheim	venk-hejm
Wendell Willkie	vendel vilki
Wendy	vendi
Werner	ver-ner
Werner Heisenberg	verner hejzenberg
Wernher	ver-ner
Werther	ver-ter
Wesel	vézel
Wesselényi	veselényi
Wessex	veszeksz
Wesson	vesszon
West	veszt
West Country	veszt káuntri
West Side	veszt szájd
West Side Storyban	veszt szájd sztoriban
West Village	veszt vilidzs
West Virginia	veszt virdzsínija
Westbe	vesztbe
Westchester	veszt-csesztör
Western Union	vesztern júniön
Westinghouse	vesztinháusz
Westinghouse Science Talente Search	vesztingháusz szájensz telönt szőrcs
Westminster	vesztminszter
Westminsterbe	vesztminszterbe
Westtől	veszttől
Wexler	vekszler
Weygand	véjgrán
Weyl	vejl
Weymouth	véjmáusz
Weymouthig	vájmáuszig
WFUL	véefú-ell
What	vát
Wheeler	vílör
Whetstone	vet-sztón
Whitby	vitbi
White	vájt
Whiting	viting
Whitley	vitli
Whitman	vit-man
Whitwham	vit-vem
WHO	véháó
WIC	duplavé í cé
Wickbe	vikkbe
Wicker	vikör
Widener	vájdenör
Widukind	vidukind
Wiedemann	víde-mánn
Wien	vín
Wiesenthal	vízentál
Wiesse	vissze
Wiesseebe	vísz-zébe
Wigner	vigner
Wigram	vigrám
Wilczek	viltcek
Wilfordba	vilfordba
Wilhelm	vilhelm
Wilhelm Heinrich Olbers	vilhelm hejn-rich ol-börsz
Wilhelm Lenzet	vilhelm lencet
Wilhelm Liebknecht	vilhelm líbnekt
Wilk	vilk
Wilkes	vilkiz
Wilkinson	vilkinzon
Will	vill
William	vilijem
William Blake	vilijem bléik
William Cecil	vilijem szeszil
William Draper	villijem drepör
William Dyer	vilijem dűer
William Gladstone	vilijem gládsztón
William Hill	villijem hill
William Laud	viliem la-ud
William Paget	viliem pedzset
William Pitt	viliem pitt
William Shakespeare	vilijem sékszpír
William Tierney Clark	vilijem tírnei klárk
William Tyndale	viliem tindél
Williams	villijemsz
Williams Sandberg	vilijem szend-berg
Williamson	vilijemszon
Williani Strutt	vilijáni sztrátt
Willingham	vilingem
Willinghan	vilingem
Willkie	vilki
Willlam Fowler	villem fóler
Willner	vilnör
Willoughby	vilobi
Willy Brandt	villi bránt
Wilma	vil-ma
Wilmarth	vilmárt
Wilson	vilzon
wilsoni	vilzoni
WIMP	vimp
Winant	vinent
Winchester	vincseszter
Winchestert	vincsesztert
Windexszel	vindeksz-szel
Windsor	vindzor
Winficld	vinfíld
Winfield	vinfíld
Winfried Otto Schumann	vinfríd ottó shúman
Wingate	vingéjt
Winston	vinszton
Wirathu	virátú
Wirklichkeit	vírklih-kájt
Wisbyben	vizbiben
Wismarnál	viszmárnál
Wissembourg	visszenbúrg
Witos	vitosz
Wittelsbach	vittelsz-bach
Witten	vit-ten
Wittenberg	vitten-berg
Witzleben	víclében
Wladyslaw	vládisz-láv
Wladyslaw Sikorski	vládiszláv szikorszki
WMAE	véem-a-e
WMAP	véem-a-pé
Woid	vojid
Wolf Blitzer	volf biltcer
Wolfgang Gerha	volfgáng gerhárd
Wolfgang Gerhard	volf-gáng gerhárd
Wolfgang Pauli	volf-gáng pau-li
Wolfgang Puchaim	volf-gáng pukhájm
Wolfram	volf-rám
Wollaston	volászton
Wollgang Gerhard	volfgáng gerhárd
Wolsey	vúlzi
Wolverine	volverín
Wooden Horse	vúdön hórsz
Woodsman	vúdsz-men
Woody Allen	vúdi el-len
Woolsthorpe	vúlsztorp
Woomera	vúmerá
Wooster	vúsztör
Workplace	vörkszpéjsz
World Telegramban	vörd telegramban
World Trade Center	vörd tréjd center
Worm	vórm
Worms	vo-ormsz
Worthing	vorszing
Wowbaggemél	vóv-begger-nél
Wowbagger	vov-begger
WPIK	duplavé, pé-íká
WPOQ	duplavé, pé-ókú
Wratten	vrettön
Wren	vren
Wright	vrájt
Wroclaw	vronszláv
Würzburg	vürc-burg
Wyclif	víkliff
Wyman	víájmen
Wyoming	vájoming
Wytschaete	vücsá-et
WZA	duplavé-zéj-a
Xanthippé	kszantippé
Xanthipposz	kszantiposz
Xari	kszári
Xaxis	kszákszisz
Xenophón	kszenofón
Xerox	kszeroksz
XFN	exefen
XHTLOA	ikszháté-eló-a
Xiphodon	zifodon
XMM	ekszemem
Xura	zúrá
Yaddith	jádit
Yahoo	jáhú
Yale	jél
Yardnak	jardnak
Yáth	ját
Yazoo	jázú
Ychune	ihune
Yehudi Menuhin	jehudi menuhin
Yggdrasil	ügdrázil
Yjenean	ödzínen
Yoda	ioda
Yona	jóna
Yooden	júden
York	jork
Yorkerben	jorkerben
Yorkot	jorkot
Yosie	józi
Youks	juksz
Young	júng
Yovellnek	jovellnek
Ypern	ipern
Yser	iszer
Ysllodins	iszlodinsz
Yucatán	jukatán
Yuckum	júkum
Yuggoth	júgot
Yuste	zsüszt
Yuval Noah Harari	jüvál noá hárári
Yvon	ívon
Zabush	zábus
Zadrozny	zádroznyíj
Zairét	zajrét
Zalasd	zalashd
Zama	számá
Zamojski	zámojszki
Zamoyski	zámojszki
Zamphourt	zámfórt
Zante	zánte
Zanzellquasur Flamarion	zánzelkvászur flámárijon 
Zapata	szápátá
Zaph	záf
Zaphod 	záfod
Zaphod Beeb	záfod bíp
Zaphod Beeble	záfod bíböl
ZAPHOD IGENT MOND ZAPHODRA	záfod igent mond záfodra
Zaphod Quantus Beeblebrox	záfod kvántusz bíbölbroksz
Zaphy	zsáfi
Zapliodra	záplijodra
Zara	zárá
Zarathustra	zara-tusztra
Zark	zárk
Zarniwoop	zárnivúp
Zarqnon	zárk-non
Zarss	zársz
ZB	zébé
Zealand Star	zélánd sztár
Zeeland	zéland
Zelenszkij	zelenszkíj
Zeligowski	zeligovszki
Zemljanicáért	zemljánicáért
Zenig	zenig
Zephyrus	zefirusz
Zerubbabel	zerubbábel
Zervaszt	zervászt
Zeusszal	zeu-sszal
Zeusz	zeu-sz
Zeuxisz	zeukszisz
Zichy	zicsi
Zieten	cíten
Ziher-Dajng Foton	zíher-dájng foton
ZIL	zíl
Zimmermann	cimmer-man
Zimony	zimony
Zimonyban	zimoniban
Zipernowszky	tcippernovszkíj
Zipo	zipó
Zircon	cirkon
Zirzla	zir-zlá
Zkauba	zkúba
Zola	zóla
Zollverein	tzollferájn
Zondostina	zondosztína
Zooey Deschanel	zojé desánel
Zoom	zúm
Zoufonoun	túfonáun
Zsepi	zsepi
Zsitomirt	zsitomirt
ZTE	zété-e
Zucker	tcuk-ker
Zuckolva	tcukkolva
Zuhr	cúr
Zürichben	tcürichben
Zürichből	cürihből
Zurückerinnerungen	curükk-erinnerungen
Zuyder	zújder
Zuyderzeeig	zújder-zéig
Zweig	tcvájg
Zwicky	tcviki
Zwingler	tcvinger
Zygmunt	zügmunt
Zyklon	ciklon
Zymierski	zimírszki
ZZ	zézé
Vigliottinak	vijottinak
Georginának	dzsordzsának
Brrrrrmmmmm	brumm
Clemmensnek	klemensznek
Speedójával	szpídójával
Bernadette	bernadett
Rubinstein	rubin-stejn
Alapítvány	alapítvány
Amherstben	ámersztben
Garagounas	gárágönász
Hinckesman	hinköszman
Depardieu	depárgyijő
Elismered	elism-ered
Kennerley	kenörli
Langleben	lengliben
Monicával	mónikával
Parkinson	párkinzon
Pinocchio	pinokkijó
Rochester	rócseszter
Sharonnal	seronnal
Sylvester	szilveszter
Willishez	viliszhez
Dianának	dájánának
Dianával	dájánával
Georgina	dzsor-dzsina
Gilligan	giligen
Lewinsky	lujinszki
Loiraine	loréjn
Lorraine	loréjn
Mehrtens	mrtensz
Michelin	mislen
Okavango	okávángó
Patricia	pátrisá
Petomane	petömen
Rosemary	rózméri
Sheelagh	sílág
Simmoads	szimoádsz
Stallone	sztálóne
Superman	szupermen
Torontől	torontói
Universe	junivörz
Angelis	ándzselisz
Camilla	kamilla
Cranium	kránijum
Egyesük	egyesült
Egyetem	egyetem
Feldman	feld-man
Florida	flor-ida
Hitchon	hics-cson
Hycocks	hikáksz
Jessica	dzsesszika
Justine	zsüsztin
Karának	karának
Opiumot	ópijumot
Playboy	pléjboj
Rantzen	rántcen
Ritchie	rics-csi
Sharont	seront
Waitley	véjtli
Wuensch	vüns
Batman	betmen
Helena	heléna
Jeremy	dzseremi
United	junájtid
Barrie	berri
Bemard	bernárd
Borneo	borneó
Cavill	kéjvil
Clarke	klárk
Cruise	krúz
Damian	démijen
Debbie	debi
Dennis	denisz
Dianna	dijáná
Dianát	dájánát
Donuts	dónátsz
Franre	frenre
Garner	gárner
Greame	gre-em
Hansen	henszen
Hedger	hedzsör
Hentai	hentáj
Hutnál	hútnál
Jehova	jehova
Juliát	dzsuliját
Kimmel	kim-mel
Margie	márdzsi
Martin	mártin
Monica	mónika
Morris	morisz
Nathan	nátán
Orvosi	orvosi
Renoir	rönoár
Speedo	szpídó
Tarzan	tárzán
Tracey	trészi
Travis	trevisz
Trevor	tre-vor
Viagra	vija-gra
Victor	viktor
Yvonne	ivón
Carol	kerol
Geoff	dzsoff
Barry	berri
Black	blekk
Boggs	boggsz
Danid	dánid
Downs	dáunsz
Dufty	dáfti
Earle	őrl
Gerri	gerri
Irene	iréne
Jenny	dzseni
Jodie	dzsodi
Julie	dzsuli
Katie	keti
Kelly	keli
Lisát	liszát
Lyons	lijonsz
Maria	máríjá
Nigel	nájdzsel
Olive	olív
Pizza	pizza
Pojul	podzsul
Proud	práud
Péter	péter
Rothe	rót
Rouge	rúzs
Singh	színg
Women	vimin
Zorro	zorró
Adám	ádám
Andy	endi
Anna	anna
Bank	benk
Brad	bred
Dale	déjl
Dana	dáná
Fred	fred
Greg	greg
Jade	dzséjd
Josh	dzsos
Know	nó
Lady	lédi
Lane	lén
Mary	méri
Miss	missz
Nagy	nagy
Rayt	réjt
Ruth	rút
Want	vánt
IQ	íkú
Albuquerque	álbukörki
Apperson	epörszon
Ashfork	esfork
Bethany	betöni
Beverly-Wilshire	beverli-vilsír
Bromo	bromó
Bunyan	bunyán
Carl	kárl
Centró	centró
Chacotah	csákotá
Chalmers	csálmersz
Cherokee	cseroki
City Transport Company	sziti transzport kámpöni
Colmato Hotelben	kolmátó hotelben
Connie	koni
Conway	konvéj
County	káuntri
Cowlington	kólington
Diesel	dízel
Edmond	ed-mond
Flash	fles
Geronimo	dzseronímó
Gilla	dzsillá
Grande	grán-de
Guerrero	gerrerró
Hooper	húpör
Hooversville	húvörszvill
Hooverville	húvörvill
Huligán	hul-igán
Huston	hjúszton
Joad	dzsód
Joseph City	dzsozef sziti
Kingman	kingmen
Knowles	nólíz
Laredo	lárédó
Lincoln Zephyr	linkoln zefír
Lisbeth	lizbet
Lunas	lúnász
Macban	mákban
Meeker	míkör
Bakersfield	ékörszfíld
Mojave	moháve
Moutain View	máuntön vjú
Muley	máli
Muskogee	mászkágí
Noah	noá
Oatman	ót-men
Padenig	pedöning
Pecos	pekosz
Pontiac	pont-iják
Reno	rénó
Roebuck	rőbukk
Rudolph	rud-olf
Ruthie	ruti
Sairy	szeri
Salinas	szálinász
Salle	száll
Sallisaw	szeli-só
Sanata Rosa	szántá-rószá
Sandry	szendri
Santa Clara Valley	szántá-klárá veli
Santa Fé	szántá-fé
Santa Rosá	szántá-rószá
Shafter	sefter
Shamrock	sámrokk
Shawnee	sóní
Sotók	szotók
Sunland	szánlend
Super Six	szuper-sziksz
Suter	szátör
Techachapi	tekácsepi
Terillo	terilló
Texola	tekszóla
Texoláig	tekszóláig
Timothy	timoti
Tulare	tálári
